,# Least: 10,# Least: 20,# Least: 30,# Least: 40,# Least: 50
0,0.008675745547351583,0.013706281396665096,0.018862523966066753,0.023855503506652054,0.0288653191206512
1,0.008347368900328443,0.013455064328496828,0.01869760743859639,0.023589846163943076,0.02865203978874341
2,0.00842731670966545,0.013538258105419755,0.018661386228866206,0.023525211023018244,0.02861273685787682
3,0.008293831165302785,0.013499370591087922,0.018562725966050575,0.023584805419845065,0.02867632224753459
4,0.008408642517795004,0.013533725721605402,0.018623531923684697,0.023741183997919517,0.028608676354780992
5,0.008524948998002647,0.01348512099959292,0.01849241214325662,0.023552958555382954,0.028628726547347404
6,0.008464028889826263,0.013484152818402194,0.01856034606445915,0.02370660124666033,0.028546107505945512
7,0.00855666794889532,0.013609943017858709,0.01855381418786327,0.023685196759357353,0.0285305131193049
8,0.008548046127858203,0.01366979249072133,0.01848884030451079,0.023648596377093736,0.028683810059676577
9,0.008434126790972404,0.013460828036017324,0.018499997347064336,0.023660686145328194,0.028639446090970792
10,0.008318276007689016,0.013526973245545448,0.0186806818600441,0.02355377902741461,0.02864077596742513
11,0.008385582446135596,0.013511224181802721,0.018541666254508468,0.02363877595832995,0.028684105021433114
12,0.008420539964404334,0.013392244955873966,0.018514624856439003,0.02363854377812251,0.028585079831402127
13,0.008608535009861557,0.01348560935710771,0.018503454856917168,0.023586767117905277,0.02862278299883101
14,0.0086755438561543,0.013568583406394278,0.0184347388989336,0.023530641531266588,0.028664649527146372
15,0.008611506927554776,0.013452181323167462,0.018666286124404845,0.0236428360118714,0.02860956844756456
16,0.008538956086603768,0.013526571477046655,0.018746424898549437,0.02373505792819439,0.028649470244263245
17,0.008648760098462676,0.013625078774833427,0.018662314107565754,0.023508489978056282,0.02863717462407396
18,0.008592272816207863,0.013527956670757119,0.018661950716450073,0.023591337404488266,0.02867647457181424
19,0.0086190207945764,0.013671624730555793,0.018656645254177127,0.023572802566792853,0.028682143187613494
20,0.00863465840075499,0.013594103316650435,0.01877196972674572,0.023590091030302383,0.028755366551848537
21,0.008820960314376364,0.013654171079160617,0.01892143489096819,0.023592714094247947,0.028788923582529324
22,0.00865397785668807,0.013855632779167652,0.018679036684194877,0.023744299902943113,0.02866047276785412
23,0.008497010813617431,0.014033955888999245,0.018647791219629714,0.023629629950120384,0.028594804183285073
24,0.008550845839365885,0.013591702469482096,0.01867469203869199,0.02365123478971023,0.02865408374037815
25,0.008473578871904135,0.013472902054813862,0.0185984305457905,0.023656774477248628,0.028556703843229638
26,0.008550342843129236,0.01349602279650899,0.018696639310338922,0.02359652219503166,0.028603437325679843
27,0.008545913969873937,0.013457354620768306,0.018625984045794037,0.02363911350738708,0.028542009278037316
28,0.008565318424572635,0.013530008051407487,0.018535522898196072,0.023628591184009458,0.028650634226325484
29,0.008716378823765376,0.013607105562314885,0.018687717826753332,0.023594380167882303,0.02858324994624697
30,0.008585890717223073,0.01372444742579803,0.018695253924878894,0.023772096681983563,0.028634878788673792
31,0.008693724332938933,0.013629759172464926,0.018669686468571495,0.023613795025978837,0.028590841042261665
32,0.008271309006243262,0.01338956582655036,0.018649231959002126,0.023584226454049274,0.028576264403033947
33,0.00840403716394882,0.013479446544360337,0.018663964719610158,0.02360106686970247,0.02865680725080743
34,0.008451225930148144,0.013571477012419677,0.01869106567406477,0.023493122843439455,0.02870275809937902
35,0.008343714059232562,0.013381453536493849,0.018635380778942535,0.023730499006841762,0.028646182751398665
36,0.00853104426964746,0.013517638657685023,0.018542503296195143,0.02367619753743361,0.028617680657966663
37,0.008474223017653054,0.013504853547100768,0.018580413398253847,0.02364104717692781,0.028675121248659226
38,0.008483603410327232,0.013551030876296529,0.018575908498559807,0.023696827551525634,0.028665076286541857
39,0.008609694067677818,0.013655583895655717,0.01869643155396089,0.02370751344999715,0.028710304612596334
40,0.008521279964674073,0.013756835204502549,0.018504006765741474,0.023670901271076968,0.028624400624396668
41,0.008676105899044747,0.013635399694637942,0.018490508185123745,0.02345702483833947,0.028637927062335616
42,0.008502806628640855,0.013636803052606705,0.018618146554924424,0.023591618963304455,0.028703166331387076
43,0.00847588904237061,0.013491350445543678,0.01871353147892784,0.0237016816342403,0.028838557562457446
