0,1,2,3,4
0.0004542682023794442,0.009218947258356994,0.00495058118579642,0.005567066913421312,0.006780111496746998
0.0005886651451784673,0.006797581929748493,0.0024987982633040617,0.002493933248719201,0.0010134831857750823
0.004666844270681119,0.00702926893945164,0.00343673377641723,0.005351089845867699,0.0071346854761545645
0.00112307082558423,0.0023139766956189393,0.005720249519832199,0.004877319235586226,0.008338917659578327
0.005336940002102414,0.007831528055349361,0.005485727304521504,0.0066810872515783186,0.007089515730448862
-0.00032119856375877845,0.00033318326911201503,0.0007142073507642975,0.002095357999533459,-0.0008470320356651288
-0.002867466769129448,-0.001393509063369281,0.002662375350764393,0.0005048640996341219,0.0031926448062533745
0.004360088398484273,0.009738050801922636,0.002173753330592877,0.0017541510284449318,0.003513880655697203
0.0049685390057076975,0.012559393290701434,0.006000523481847088,0.007878585804773693,0.007856378982000683
0.00565603224435787,0.0008083697852732833,0.002816991661580037,0.003856699383575039,0.003226627427255654
0.003127796154403163,0.00782835298792033,0.009410659196812228,0.005417226913326654,0.006762007090228644
0.0007407671236151057,-0.004473492796998954,-0.0013397031825383313,-0.0026504484361994864,-0.0020765795724232566
-0.0008994420834704146,0.0026501242075026793,-7.950331465803119e-05,0.001164700653755804,0.004013321902710652
-0.00247205714385385,0.0055759018566214355,0.000874689241017095,0.0008563862989899736,-0.004887301846355162
-0.0023761760802751366,-0.003999140799920606,-0.002048482486444115,-0.0006201131197263527,-2.1617676908039874e-05
-0.0040325776586212485,-0.006349303615705257,-0.007540494292913794,-0.005822635631748396,-0.009143873649595895
0.006613706031061406,0.010486192480219252,0.008618457817663464,0.005346873006178708,0.012406545746264782
0.003928489594939859,0.007789172394072991,0.009558756776698837,0.007049535433652606,0.009476633341025099
0.0011440146903972542,0.004197995275113126,0.004071565744241878,0.0007532452766522655,0.0038820580250740347
0.011946603856497724,0.013075828166706598,0.012051770786398425,0.01195138235829357,0.008358357421450057
0.0021565154420464952,0.007174545430833593,0.004316726061155244,0.004314315309172596,0.002037499149784668
0.0009302672902301172,0.0007009047686560432,0.003361893263411174,0.003810248740383299,0.006818188004138759
0.005674904927892175,0.006937796665523335,0.004541112146748891,0.006089566380172638,0.004464561644534094
0.004139537751251534,0.005223875379221284,0.01089406555934328,0.007073143639800114,0.005758045227366507
-0.0014250793506374454,-0.005266810510490568,-0.005937167671236964,-0.0005947344039401811,3.657457844741053e-05
0.006454798648274781,0.007450063125113933,0.004008106465084113,0.005283338175815431,0.004816901723656371
0.001428577009239834,0.0032937604908322773,0.009369422569675434,0.008255327796042992,0.00785451801531031
