,# Least: 10,# Least: 20,# Least: 30,# Least: 40,# Least: 50
0,0.32732607493286553,0.6211118937617867,0.9231614589764371,1.0346172342507245,1.0683161383227981
1,0.5561919406566398,0.6652637060522478,0.6824467512201434,1.2940659556495957,1.0439102865050203
2,0.42115508298724386,2.1388535581903687,1.435544340841595,1.6012899287802072,1.8919080484165813
3,0.8651288666372214,1.32781184259426,0.9821156865185043,0.8042702617874599,0.7297681193545965
4,1.4454415421432856,0.3357883382683355,0.9082714172073745,3.6510551760821204,0.9054449415209881
5,0.3410191904223791,0.5926593204606215,0.20682712334863607,0.2576683699286013,0.9815725013090603
6,4.551645865090135,2.8339816847858654,2.9062536771385186,3.3079320147529896,4.012658300291134
7,0.5132639030981454,1.2597406278366774,0.6037136831023221,0.3614578473696019,0.4950791576259741
8,0.5664361357332128,1.0348932280852186,0.8029084357532635,0.9640953649281138,0.7599183375348
9,2.3378614101082102,3.4594590883989893,4.368791858438028,3.536380894655128,7.780683450548002
10,9.627863144595816,5.659651065718554,10.861417949640478,8.972598835680142,10.69840772798756
11,103.53698983426655,132.35486362984656,864.58962184516,-0.0,-0.0
12,4.925327172027394,3.242080529363906,3.414164107355027,4.643512817226172,5.612436820273601
13,0.27130708114286045,0.2090544777963908,0.233177231835995,0.2322019984899433,0.21852360172589957
14,3.1022856587497363,1.7276821345826667,1.8485613593676362,2.2299231230504946,2.430354362052356
15,4.538690452891657,5.515975713912062,54.58104870621992,21.240849145980775,11.618769436050643
16,0.45643846334525834,0.3725118651128953,0.28007008445450227,0.367671402145317,0.32011906147297126
17,5.601497717352308,5.805416609860159,6.493642083071849,7.336033588545009,7.1687904263323725
18,2.664281487589304,2.342764772948194,2.254669145790148,2.4265456784202257,2.7995218974648357
19,6.836226085780096,8.567503049013904,4.51466373330747,7.822152722668102,4.861715738270657
20,11.744694229279961,3.086510132318314,3.9389258032338064,2.7822294304493553,2.4685714263314007
21,1.5887336906227867,1.4882372438461762,8.66444318301888,1.8456124842310857,1.5160957289353125
22,0.3804777756825148,0.36943062468386584,0.3612916442565478,0.3027674171554653,0.38845954873605
23,0.8083110970594812,1.2677062731795004,0.667055347609185,0.7901863964310138,0.7349531832804084
24,4.649314227387132,2.7448548900720655,3.6221821530017775,3.979735625530119,2.70744944174549
25,0.8534456476194479,1.2341041030790214,0.6242279889891734,0.638162403128446,0.5942517177783494
26,4.257423480649297,6.4721248847496256,4.132367265964704,4.739472637952799,4.817625325743761
27,4.550534802462375,4.644411610689595,5.487124089489624,5.683998220734977,5.688776950562705
28,13.430650689339359,31.333758830105484,30.17704714533491,26.242016395442153,14.492146743767362
29,0.39042898005615057,2.5003886854544635,1.6537001657496149,1.0679812713352055,1.4039701385494803
30,2.8276464600226414,1.9556555246097709,0.9657219190341388,2.2208294564162303,1.1565158105058984
31,0.6702884591860329,0.8865193439755482,1.0677170598011343,0.8235246913948132,0.7920409356901033
32,1.2254015439387373,1.2001509443025455,2.9856430312027036,1.4678449866765788,1.7515321814032434
33,1.2540758345216794,2.015555594342672,-0.0,-0.0,-0.0
34,0.8233438719522485,1.1527833021979816,0.8295537971475581,1.1855461594735215,1.2591883351217272
35,0.7938907751555805,0.5629875484019804,0.5824252669083214,0.7042711721440273,0.6198613232344432
36,50.722739490228534,111.2593780131002,305.95231069663225,81.07931046581012,105.28258520068799
37,0.7783795800924589,0.9378880887479158,1.820717541127243,1.3527215320918522,1.8358553376852227
38,1264.8366837859223,28.520763267739614,4.587420320505989,3.6155808560143963,76.01860794593858
39,8.571460399339477,2.0119069360627835,2.300676141361666,8.420817680200496,8.150370499916031
40,3.6923875398618096,3.006421294240101,3.2583682624055483,2.992007939457516,4.184486506043998
41,11.67824814685759,11.87645420468485,7.548647609194597,11.373651884300747,10.885658716751411
42,2.4179371788835744,332.36700585899854,54.120836350289224,7.522623846838687,174.05947329124575
43,8.766246832616005,2.8931056110292057,4.207905263235251,4.0056956438896885,19.800712028474127
